Barri,Metres_Quadrats,Num_Habitacions,Num_Lavabos,Preu,Tipus_Immoble
Esquerra Baixa de l´Eixample,41,,1,1.100 €,Apartamento
Sant Gervasi - Galvany,150,3,3,1.600 €,Piso
Putget - Farró,60,2,1,1.000 €,Piso
Sagrada Família,60,2,1,1.000 €,Apartamento
Fort Pienc,80,2,1,1.000 €,Apartamento
Barceloneta,35,,1,800 €,Apartamento
Provençals del Poblenou,100,3,1,1.150 €,Piso
Les Corts,85,3,1,1.175 €,Piso
Camp d´en Grassot - Gràcia N.,110,4,2,1.250 €,Piso
Les Corts,68,2,1,1.000 €,Piso
Sants,95,3,2,1.140 €,Piso
Camp de l´Arpa,72,3,1,1.200 €,Piso
Gòtic,35,,1,725 €,Piso
Sant Gervasi - Galvany,47,,1,950 €,Piso
Vila de Gràcia,64,4,1,1.000 €,Planta
Sagrada Família,40,,1,745 €,Apartamento
Sant Ramon - Maternitat,100,4,2,1.100 €,Piso
Porta,60,3,1,770 €,Piso
St. Pere - Sta. Caterina - El Born,134,4,3,2.450 €,Piso
Sants,53,2,1,725 €,Piso
Dreta de l´Eixample,135,2,2,1.500 €,Piso
Vallcarca - Penitents,64,2,1,895 €,Piso
Diagonal Mar - La Mar Bella,75,2,1,1.370 €,Piso
Putget - Farró,63,2,1,1.200 €,Piso
Font de la Guatlla,81,3,2,1.300 €,Piso
Sants,129,4,1,1.400 €,Piso
Sant Antoni,55,2,1,895 €,Piso
Raval,48,2,1,650 €,Apartamento
Dreta de l´Eixample,77,3,2,1.100 €,Piso
Sant Ramon - Maternitat,125,4,3,1.350 €,Piso
Les Corts,54,,1,850 €,Piso
Camp d´en Grassot - Gràcia N.,85,3,2,1.140 €,Piso
Vila de Gràcia,90,3,2,1.150 €,Piso
Sant Antoni,100,5,1,1.200 €,Piso
Barceloneta,35,,1,600 €,Apartamento
Sant Gervasi - Galvany,90,2,2,1.600 €,Piso
Vila Olímpica,55,,1,818 €,Piso
Esquerra Baixa de l´Eixample,80,2,2,1.100 €,Apartamento
Sarrià,60,2,1,1.000 €,Piso
La Sagrera,55,2,1,850 €,Piso
Les Corts,37,,1,850 €,Piso
Sant Gervasi - Bonanova,35,,1,850 €,Ático
Sant Gervasi - Galvany,136,5,3,1.100 €,Piso
Les Corts,114,4,2,2.000 €,Piso
St. Pere - Sta. Caterina - El Born,91,2,2,1.600 €,Piso
Esquerra Alta de l´Eixample,82,3,2,975 €,Piso
Provençals del Poblenou,107,2,2,1.300 €,Piso
Raval,56,3,1,974 €,Piso
Sant Gervasi - Galvany,106,3,2,3.000 €,Piso
Camp de l´Arpa,59,2,1,900 €,Ático
Vallcarca - Penitents,190,4,3,2.450 €,Tríplex
Vila de Gràcia,55,,1,1.100 €,Piso
Camp de l´Arpa,65,2,1,1.050 €,Piso
Dreta de l´Eixample,169,2,2,2.200 €,Piso
Camp d´en Grassot - Gràcia N.,85,2,2,1.100 €,Piso
Sant Gervasi - Galvany,117,4,2,1.700 €,Piso
Sant Antoni,87,3,1,1.250 €,Piso
Guinardó,55,3,1,648 €,Piso
Esquerra Baixa de l´Eixample,98,4,2,1.500 €,Piso
Diagonal Mar - La Mar Bella,106,2,2,2.150 €,Piso
Sant Ramon - Maternitat,60,,1,925 €,Piso
Sagrada Família,95,4,2,1.300 €,Piso
Dreta de l´Eixample,66,,1,975 €,Piso
Gòtic,50,,1,750 €,Piso
Fort Pienc,40,,1,800 €,Apartamento
Esquerra Alta de l´Eixample,45,,1,1.250 €,Apartamento
Les Corts,133,3,2,1.430 €,Piso
St. Pere - Sta. Caterina - El Born,63,,1,875 €,Piso
Sant Genís dels Agudells,250,3,3,7.500 €,Casa
Raval,70,2,2,1.325 €,Apartamento
Esquerra Alta de l´Eixample,90,3,2,1.150 €,Piso
Les Corts,46,2,1,875 €,Piso
Esquerra Alta de l´Eixample,95,3,2,1.200 €,Piso
Camp d´en Grassot - Gràcia N.,82,3,1,1.100 €,Piso
Carmel,70,2,1,850 €,Apartamento
Sant Antoni,100,3,2,1.450 €,Piso
Sant Antoni,75,2,2,1.300 €,Piso
Vila de Gràcia,70,2,1,1.000 €,Piso
Sant Gervasi - Bonanova,102,2,2,2.420 €,Piso
Esquerra Alta de l´Eixample,130,2,2,1.990 €,Ático
Dreta de l´Eixample,116,4,2,2.300 €,Ático
Poblenou,65,2,1,1.130 €,Piso
Sant Gervasi - Galvany,60,,1,1.250 €,Piso
Les Corts,65,3,1,900 €,Piso
Gòtic,47,,1,1.028 €,Piso
St. Pere - Sta. Caterina - El Born,233,7,2,3.500 €,Piso
Sagrada Família,80,3,2,1.140 €,Piso
Sants,54,2,1,840 €,Piso
Badal,73,3,1,899 €,Piso
Turó de la Peira - Can Peguera,44,,1,597 €,Piso
Sant Andreu,45,2,1,775 €,Piso
Raval,54,2,1,750 €,Piso
St. Pere - Sta. Caterina - El Born,90,3,2,899 €,Piso
Gòtic,85,3,1,999 €,Piso
Raval,68,2,1,1.100 €,Piso
Gòtic,87,2,2,1.700 €,Piso
Vila de Gràcia,100,,1,950 €,Loft
Horta,56,,1,750 €,Estudio
Putget - Farró,50,,1,950 €,Apartamento
Vila de Gràcia,52,2,1,1.100 €,Piso
Sagrada Família,57,3,1,950 €,Piso
St. Pere - Sta. Caterina - El Born,80,3,2,1.950 €,Apartamento
St. Pere - Sta. Caterina - El Born,31,2,1,900 €,Ático
Vila de Gràcia,90,3,1,850 €,Piso
Sant Gervasi - Bonanova,103,2,2,1.150 €,Piso
Tres Torres,85,3,2,1.100 €,Piso
Esquerra Alta de l´Eixample,72,3,1,1.250 €,Piso
Verdun,71,3,1,900 €,Piso
Sant Gervasi - Galvany,300,4,3,3.950 €,Piso
Dreta de l´Eixample,39,,1,900 €,Apartamento
Baix Guinardó,60,,1,850 €,Piso
Barceloneta,35,,1,700 €,Piso
Hostafrancs,95,2,1,945 €,Piso
St. Pere - Sta. Caterina - El Born,38,,1,1.100 €,Piso
St. Pere - Sta. Caterina - El Born,38,,1,1.100 €,Piso
St. Pere - Sta. Caterina - El Born,38,,1,1.200 €,Piso
Sant Gervasi - Galvany,200,3,3,2.600 €,Piso
Baix Guinardó,51,2,1,745 €,Piso
Sants,46,2,1,690 €,Piso
Barceloneta,56,,1,1.150 €,Piso
Esquerra Baixa de l´Eixample,111,4,1,850 €,Piso
Sant Gervasi - Bonanova,65,2,1,925 €,Apartamento
Dreta de l´Eixample,85,2,1,1.750 €,Apartamento
Sant Antoni,68,2,1,900 €,Piso
Sant Gervasi - Bonanova,370,5,4,6.000 €,Casa
Sant Gervasi - Bonanova,370,5,4,6.000 €,Casa
Esquerra Alta de l´Eixample,94,3,2,1.300 €,Piso
Baix Guinardó,75,4,1,950 €,Piso
Sant Gervasi - Galvany,116,3,2,1.700 €,Piso
Les Corts,105,3,2,1.165 €,Dúplex
Putget - Farró,65,2,1,1.100 €,Apartamento
Vallcarca - Penitents,60,,1,790 €,Piso
Esquerra Baixa de l´Eixample,97,4,2,1.300 €,Piso
Esquerra Baixa de l´Eixample,120,4,2,1.425 €,Piso
Vilapicina - Torre Llobeta,85,4,2,850 €,Apartamento
Gòtic,107,3,2,1.250 €,Piso
Sant Gervasi - Bonanova,50,2,1,890 €,Piso
Glòries El Parc,93,3,2,1.390 €,Piso
Raval,62,2,2,1.300 €,Piso
La Salut,98,3,2,1.200 €,Piso
Camp d´en Grassot - Gràcia N.,60,2,1,1.100 €,Apartamento
Esquerra Alta de l´Eixample,65,4,1,1.050 €,Piso
Putget - Farró,41,,1,775 €,Piso
Raval,70,2,1,900 €,Piso
Sarrià,160,5,3,3.500 €,Piso
Dreta de l´Eixample,70,2,2,950 €,Piso
Camp d´en Grassot - Gràcia N.,61,2,1,1.300 €,Piso
Putget - Farró,54,,1,950 €,Piso
Poblenou,62,3,1,785 €,Piso
Poblenou,220,2,2,2.500 €,Dúplex
Les Corts,120,3,2,1.650 €,Piso
Guinardó,47,,1,900 €,Piso
Sant Gervasi - Galvany,140,5,3,1.800 €,Piso
Fort Pienc,72,2,1,1.200 €,Piso
Sant Antoni,75,3,1,1.075 €,Piso
Sant Gervasi - Galvany,150,3,3,1.850 €,Piso
Raval,50,,1,675 €,Piso
Font de la Guatlla,81,3,1,1.060 €,Piso
Guinardó,90,3,2,1.900 €,Ático
Barceloneta,34,,1,950 €,Apartamento
Dreta de l´Eixample,50,,1,708 €,Piso
Navas,69,3,1,850 €,Piso
Raval,50,,1,700 €,Piso
Carmel,75,3,1,800 €,Piso
Les Corts,107,3,2,1.400 €,Piso
Poble Sec,125,4,2,1.175 €,Piso
Badal,55,,1,850 €,Piso
Carmel,70,2,1,690 €,Piso
Dreta de l´Eixample,222,2,2,4.500 €,Piso
Tres Torres,82,4,2,1.250 €,Piso
Poble Sec,64,3,1,850 €,Apartamento
Sant Gervasi - Bonanova,50,,1,800 €,Piso
Can Baró,60,2,1,725 €,Piso
La Marina-Montjuïc,55,2,1,800 €,Piso
Gòtic,104,4,2,4.300 €,Ático
Dreta de l´Eixample,110,3,2,1.300 €,Piso
Diagonal Mar - La Mar Bella,90,3,1,850 €,Piso
Gòtic,22,,1,590 €,Estudio
Sant Antoni,109,4,2,1.300 €,Apartamento
Pedralbes,67,,1,1.100 €,Piso
Sant Ramon - Maternitat,120,4,2,1.500 €,Piso
Sant Gervasi - Galvany,65,2,1,780 €,Piso
Esquerra Alta de l´Eixample,87,3,2,1.200 €,Piso
Gòtic,62,2,1,1.090 €,Apartamento
Sagrada Família,90,4,2,1.300 €,Ático
Sant Martí,65,3,1,925 €,Piso
Sants,72,3,1,900 €,Piso
Sant Gervasi - Bonanova,49,,1,725 €,Piso
Putget - Farró,30,,1,900 €,Apartamento
Sant Gervasi - Galvany,50,,1,1.125 €,Apartamento
Sant Gervasi - Galvany,55,2,1,990 €,Piso
Baix Guinardó,57,3,1,779 €,Apartamento
Sant Gervasi - Galvany,78,2,1,1.050 €,Piso
Sant Antoni,120,4,2,1.326 €,Piso
Horta,65,3,1,825 €,Piso
Barceloneta,34,,1,630 €,Piso
Raval,40,,1,650 €,Piso
Glòries El Parc,75,3,2,1.100 €,Piso
El Coll,65,2,1,850 €,Apartamento
Barceloneta,26,,1,850 €,Estudio
Vila de Gràcia,80,3,1,1.000 €,Piso
Tres Torres,131,3,3,2.400 €,Piso
Esquerra Alta de l´Eixample,110,3,2,1.100 €,Piso
Sant Gervasi - Bonanova,50,,1,900 €,Piso
Putget - Farró,70,2,2,1.000 €,Piso
El Clot,60,2,1,1.000 €,Piso
Sant Gervasi - Galvany,175,4,4,2.500 €,Piso
Sarrià,50,,1,1.100 €,Ático
Putget - Farró,75,3,1,1.100 €,Ático
Esquerra Alta de l´Eixample,160,3,2,1.900 €,Piso
Sagrada Família,73,3,1,850 €,Piso
Esquerra Alta de l´Eixample,100,3,2,1.690 €,Piso
St. Pere - Sta. Caterina - El Born,80,4,2,1.050 €,Piso
St. Pere - Sta. Caterina - El Born,38,,1,1.100 €,Piso
St. Pere - Sta. Caterina - El Born,38,,1,1.100 €,Piso
Carmel,65,2,1,725 €,Piso
Poble Sec,52,2,1,1.000 €,Piso
Barceloneta,40,,1,790 €,Piso
St. Pere - Sta. Caterina - El Born,70,2,1,900 €,Piso
Raval,73,2,1,975 €,Piso
Putget - Farró,90,3,2,1.300 €,Piso
Guinardó,83,4,2,1.000 €,Piso
Sant Gervasi - Galvany,55,2,1,990 €,Piso
Pedralbes,130,3,2,2.000 €,Piso
Sant Andreu,68,2,1,780 €,Piso
Putget - Farró,53,,1,1.050 €,Piso
Vallcarca - Penitents,180,4,2,2.000 €,Piso
Poble Sec,55,,1,730 €,Piso
La Bordeta,51,,1,640 €,Apartamento
Sarrià,110,4,2,1.700 €,Piso
Sant Gervasi - Galvany,90,3,2,1.250 €,Piso
St. Pere - Sta. Caterina - El Born,43,,1,725 €,Piso
Guinardó,69,2,1,973 €,Piso
La Salut,70,3,1,790 €,Planta
Gòtic,53,,1,850 €,Piso
Sant Antoni,135,2,3,2.490 €,Piso
Esquerra Alta de l´Eixample,55,2,1,1.000 €,Piso
Esquerra Alta de l´Eixample,120,3,2,1.300 €,Piso
Sagrada Família,80,3,2,1.150 €,Piso
Esquerra Alta de l´Eixample,90,3,2,1.200 €,Piso
Diagonal Mar - La Mar Bella,120,3,2,2.600 €,Piso
St. Pere - Sta. Caterina - El Born,85,2,2,1.225 €,Piso
Gòtic,41,,1,928 €,Piso
Raval,83,3,2,1.200 €,Piso
Dreta de l´Eixample,78,3,2,1.300 €,Piso
Taxonera,80,3,1,730 €,Piso
Dreta de l´Eixample,95,3,2,2.200 €,Apartamento
Sant Gervasi - Bonanova,50,,1,775 €,Piso
Esquerra Baixa de l´Eixample,49,,1,1.190 €,Piso
Gòtic,35,,1,575 €,Piso
Tres Torres,79,2,2,1.350 €,Piso
Raval,55,2,1,750 €,Piso
La Salut,60,3,1,990 €,Piso
Dreta de l´Eixample,78,,1,1.800 €,Piso
Diagonal Mar - La Mar Bella,73,2,1,1.400 €,Piso
Dreta de l´Eixample,50,,1,1.046 €,Piso
Diagonal Mar - La Mar Bella,78,2,,1.025 €,Piso
Sant Gervasi - Bonanova,90,4,1,1.100 €,Piso
Hostafrancs,23,,1,695 €,Piso
Barceloneta,35,,1,900 €,Piso
Poblenou,54,,1,1.150 €,Piso
Esquerra Alta de l´Eixample,85,2,2,1.490 €,Piso
Sant Ramon - Maternitat,75,2,1,1.500 €,Ático
Sagrada Família,90,3,1,1.000 €,Piso
Sagrada Família,73,3,2,1.173 €,Piso
Esquerra Alta de l´Eixample,81,4,2,1.110 €,Piso
Dreta de l´Eixample,63,2,1,1.030 €,Piso
Dreta de l´Eixample,55,2,1,990 €,Piso
Dreta de l´Eixample,72,2,1,800 €,Piso
Sant Gervasi - Galvany,165,4,2,2.200 €,Piso
Camp d´en Grassot - Gràcia N.,65,2,1,850 €,Piso
St. Pere - Sta. Caterina - El Born,45,,1,775 €,Piso
Vila de Gràcia,50,,1,950 €,Piso
Fort Pienc,54,2,1,1.235 €,Piso
Fort Pienc,54,2,1,1.000 €,Piso
Raval,58,2,1,900 €,Piso
Pedralbes,243,5,3,3.500 €,Piso
Gòtic,46,,1,850 €,Piso
La Sagrera,62,3,1,830 €,Piso
Esquerra Baixa de l´Eixample,95,3,1,1.500 €,Piso
Raval,65,2,1,1.000 €,Piso
Sant Gervasi - Bonanova,65,2,1,900 €,Piso
Sant Antoni,70,2,1,1.000 €,Piso
Barceloneta,35,,1,730 €,Piso
Diagonal Mar - La Mar Bella,110,4,2,1.350 €,Piso
Dreta de l´Eixample,77,3,2,1.350 €,Piso
St. Pere - Sta. Caterina - El Born,85,3,2,1.180 €,Piso
La Salut,130,4,2,1.350 €,Piso
Sant Ramon - Maternitat,130,4,2,1.550 €,Piso
Raval,30,,1,800 €,Piso
Barceloneta,65,2,1,1.350 €,Piso
Vila de Gràcia,40,,1,800 €,Apartamento
Fort Pienc,110,5,2,1.200 €,Piso
Sagrada Família,100,4,2,1.450 €,Piso
Sant Gervasi - Galvany,102,3,2,1.450 €,Piso
Vilapicina - Torre Llobeta,108,4,2,1.122 €,Piso
Camp d´en Grassot - Gràcia N.,85,3,1,975 €,Piso
Fort Pienc,110,5,2,1.200 €,Piso
Sagrada Família,100,4,2,1.450 €,Piso
Sant Gervasi - Galvany,102,3,2,1.450 €,Piso
Sant Gervasi - Galvany,220,4,3,3.200 €,Piso
Guinardó,70,3,1,850 €,Apartamento
Dreta de l´Eixample,85,3,1,950 €,Piso
Fort Pienc,68,2,1,1.000 €,Piso
Camp d´en Grassot - Gràcia N.,170,2,2,1.600 €,Ático
Sant Antoni,79,2,1,990 €,Piso
Vila Olímpica,100,3,2,1.700 €,Piso
Sant Gervasi - Galvany,63,2,1,700 €,Piso
La Marina-Montjuïc,85,3,2,1.250 €,Piso
Sarrià,250,5,3,3.000 €,Piso
Sant Martí,72,2,1,790 €,Piso
Trinitat Vella,58,2,1,650 €,Piso
Fort Pienc,110,3,2,1.500 €,Piso
Vila Olímpica,139,4,2,2.800 €,Piso
Sant Gervasi - Galvany,220,4,3,3.250 €,Piso
Guinardó,61,2,1,790 €,Piso
Fort Pienc,109,3,1,1.450 €,Apartamento
St. Pere - Sta. Caterina - El Born,45,,1,1.100 €,Casa
Putget - Farró,75,3,1,1.050 €,Ático
Poblenou,25,,1,550 €,Estudio
Esquerra Alta de l´Eixample,61,,1,1.700 €,Piso
Sant Gervasi - Bonanova,29,,1,675 €,Piso
Sant Antoni,72,3,1,1.150 €,Piso
Poblenou,120,2,3,6.500 €,Ático
Esquerra Alta de l´Eixample,105,3,2,1.650 €,Piso
Gòtic,132,4,2,1.800 €,Piso
Sant Gervasi - Galvany,54,2,1,750 €,Piso
Dreta de l´Eixample,101,2,2,2.950 €,Piso
Hostafrancs,65,3,2,850 €,Piso
Camp d´en Grassot - Gràcia N.,25,,1,590 €,Apartamento
Sant Gervasi - Galvany,208,4,3,3.000 €,Piso
Diagonal Mar - La Mar Bella,116,3,2,2.500 €,Piso
Poble Sec,60,3,1,800 €,Piso
Vila de Gràcia,52,,1,800 €,Piso
St. Pere - Sta. Caterina - El Born,85,2,2,1.175 €,Apartamento
Sants,40,,1,650 €,Piso
Vallcarca - Penitents,55,2,1,940 €,Piso
Sant Gervasi - Galvany,55,,1,1.350 €,Piso
Sant Antoni,40,2,1,831 €,Piso
Fort Pienc,98,3,2,1.200 €,Piso
Poble Sec,55,2,1,800 €,Piso
Vallvidrera - Tibidabo - Les Planes,35,,1,750 €,Piso
Sant Antoni,65,2,1,1.700 €,Apartamento
La Bordeta,78,3,2,900 €,Piso
Raval,100,3,2,1.100 €,Dúplex
Gòtic,45,,1,2.200 €,Ático
Sagrada Família,68,2,2,1.375 €,Piso
Gòtic,60,,1,1.028 €,Piso
Taxonera,185,3,2,2.100 €,Piso
Sant Gervasi - Galvany,121,3,2,1.700 €,Piso
Sant Antoni,90,3,2,1.300 €,Piso
Poble Sec,28,,1,550 €,Loft
St. Pere - Sta. Caterina - El Born,58,2,1,800 €,Piso
Sarrià,220,5,4,3.750 €,Piso
Putget - Farró,42,,,740 €,Piso
St. Pere - Sta. Caterina - El Born,40,,1,650 €,Piso
Camp d´en Grassot - Gràcia N.,70,3,1,1.300 €,Ático
Fort Pienc,50,,1,750 €,Piso
Sarrià,45,,1,700 €,Piso
Sant Antoni,70,2,1,1.050 €,Piso
St. Pere - Sta. Caterina - El Born,38,,1,675 €,Piso
Esquerra Alta de l´Eixample,55,2,1,750 €,Piso
Raval,85,3,1,995 €,Piso
Sant Antoni,180,5,3,1.800 €,Piso
Vila de Gràcia,22,,1,575 €,Estudio
Dreta de l´Eixample,60,2,1,1.600 €,Piso
Les Corts,75,2,1,1.150 €,Piso
Tres Torres,290,5,5,3.350 €,Piso
Sant Gervasi - Galvany,100,3,2,1.250 €,Piso
Dreta de l´Eixample,100,2,2,1.744 €,Piso
Dreta de l´Eixample,114,3,2,1.700 €,Piso
Gòtic,105,3,2,1.300 €,Apartamento
Dreta de l´Eixample,75,,1,990 €,Piso
Sants,80,4,2,850 €,Piso
Esquerra Alta de l´Eixample,90,4,2,1.200 €,Piso
Poblenou,58,2,1,1.100 €,Apartamento
Vallvidrera - Tibidabo - Les Planes,70,2,1,1.200 €,Apartamento
Carmel,65,3,1,725 €,Piso
Vila de Gràcia,95,5,1,1.200 €,Piso
Fort Pienc,67,4,2,1.150 €,Piso
Sarrià,111,3,2,1.650 €,Piso
El Coll,61,2,1,750 €,Piso
Sant Antoni,71,2,1,970 €,Piso
Vila Olímpica,88,3,1,1.150 €,Piso
Poblenou,74,3,1,1.050 €,Piso
Vila de Gràcia,90,4,2,1.200 €,Piso
Sant Antoni,75,3,2,1.100 €,Piso
Camp de l´Arpa,54,,1,800 €,Piso
St. Pere - Sta. Caterina - El Born,58,,1,815 €,Piso
Gòtic,80,2,2,1.490 €,Piso
Poble Sec,71,3,1,950 €,Piso
La Sagrera,62,3,1,900 €,Piso
Putget - Farró,36,,1,775 €,Apartamento
Sagrada Família,44,,1,640 €,Apartamento
Dreta de l´Eixample,67,2,2,1.500 €,Apartamento
Diagonal Mar - La Mar Bella,220,4,4,5.500 €,Apartamento
La Guineueta,100,4,1,1.000 €,Piso
Putget - Farró,95,2,1,925 €,Piso
Vila de Gràcia,67,3,1,850 €,Piso
Poble Sec,54,2,1,850 €,Piso
Vila de Gràcia,80,4,1,1.150 €,Piso
Esquerra Alta de l´Eixample,75,3,1,1.050 €,Piso
Dreta de l´Eixample,90,2,2,1.750 €,Piso
Camp de l´Arpa,95,3,2,1.200 €,Piso
Camp de l´Arpa,80,4,2,980 €,Piso
Esquerra Baixa de l´Eixample,91,3,2,1.250 €,Piso
Esquerra Baixa de l´Eixample,70,2,1,1.200 €,Piso
Esquerra Alta de l´Eixample,75,3,1,1.050 €,Piso
Dreta de l´Eixample,66,2,1,1.800 €,Piso
Poble Sec,60,2,2,900 €,Piso
Esquerra Baixa de l´Eixample,95,3,1,925 €,Piso
Esquerra Alta de l´Eixample,130,5,2,1.500 €,Piso
Pedralbes,132,4,3,5.107 €,Piso
Sarrià,100,3,2,1.300 €,Piso
Les Corts,90,3,1,1.145 €,Piso
Sarrià,124,3,2,1.500 €,Piso
Esquerra Alta de l´Eixample,60,2,1,1.100 €,Piso
Raval,150,3,3,1.350 €,Piso
Taxonera,81,3,2,1.100 €,Piso
Porta,80,3,1,890 €,Piso
Esquerra Baixa de l´Eixample,39,,1,750 €,Apartamento
St. Pere - Sta. Caterina - El Born,83,2,2,1.900 €,Piso
La Bordeta,64,3,1,797 €,Piso
Putget - Farró,132,3,2,1.800 €,Piso
Esquerra Alta de l´Eixample,82,4,2,1.190 €,Piso
Baix Guinardó,63,3,1,1.100 €,Ático
Dreta de l´Eixample,59,2,1,1.173 €,Piso
Glòries El Parc,87,3,2,1.100 €,Piso
Sant Gervasi - Bonanova,40,,1,1.900 €,Apartamento
Putget - Farró,111,4,2,1.150 €,Apartamento
Sants,80,3,1,1.200 €,Piso
Esquerra Alta de l´Eixample,80,3,2,2.200 €,Apartamento
Poble Sec,42,,1,700 €,Loft
Sant Gervasi - Galvany,35,,1,995 €,Estudio
Sants,80,3,1,1.200 €,Piso
St. Pere - Sta. Caterina - El Born,35,,1,630 €,Piso
Sant Gervasi - Bonanova,115,3,2,1.500 €,Piso
St. Pere - Sta. Caterina - El Born,38,,1,1.200 €,Dúplex
Sagrada Família,69,3,1,1.200 €,Apartamento
Camp d´en Grassot - Gràcia N.,44,,1,750 €,Piso
Dreta de l´Eixample,100,4,2,1.100 €,Piso
Gòtic,90,3,2,2.000 €,Piso
Sant Gervasi - Galvany,108,4,2,1.550 €,Piso
Camp d´en Grassot - Gràcia N.,75,,1,950 €,Piso
Sant Gervasi - Bonanova,160,5,3,2.175 €,Piso
Esquerra Alta de l´Eixample,70,2,1,1.050 €,Piso
Les Corts,58,3,1,850 €,Piso
Sagrada Família,69,3,1,1.200 €,Apartamento
St. Pere - Sta. Caterina - El Born,135,4,3,2.500 €,Piso
Vila de Gràcia,69,,1,1.100 €,Piso
Sagrada Família,90,4,1,1.050 €,Piso
Sagrada Família,65,3,1,900 €,Ático
Dreta de l´Eixample,110,2,1,2.150 €,Piso
Sant Gervasi - Galvany,56,,1,1.250 €,Piso
Dreta de l´Eixample,150,4,2,2.500 €,Piso
Poblenou,55,2,1,1.050 €,Piso
Sant Gervasi - Galvany,90,2,2,1.850 €,Ático
Badal,70,2,2,950 €,Apartamento
Dreta de l´Eixample,85,,2,1.600 €,Piso
Dreta de l´Eixample,85,,2,1.600 €,Piso
Gòtic,41,,1,920 €,Piso
Esquerra Baixa de l´Eixample,90,3,2,1.300 €,Piso
Camp d´en Grassot - Gràcia N.,65,2,1,725 €,Piso
Esquerra Alta de l´Eixample,77,3,1,1.050 €,Piso
El Coll,87,3,1,825 €,Apartamento
Les Corts,100,4,2,1.475 €,Piso
Tres Torres,60,,1,900 €,Piso
Gòtic,90,3,2,1.000 €,Piso
Sant Gervasi - Galvany,320,5,5,5.000 €,Piso
St. Pere - Sta. Caterina - El Born,79,2,1,790 €,Piso
Barceloneta,110,2,2,1.850 €,Piso
Barceloneta,65,3,1,1.035 €,Piso
Sant Gervasi - Galvany,100,3,2,1.650 €,Piso
Sants,90,4,2,800 €,Piso
Raval,85,5,1,1.150 €,Piso
Sarrià,65,,1,900 €,Piso
La Salut,31,2,1,650 €,Piso
Les Corts,60,2,1,825 €,Piso
Dreta de l´Eixample,132,4,2,2.400 €,Piso
Tres Torres,73,2,2,1.100 €,Piso
Badal,70,2,1,900 €,Piso
Sant Gervasi - Galvany,90,4,2,1.100 €,Piso
Esquerra Alta de l´Eixample,59,,1,1.150 €,Piso
Barceloneta,35,,1,780 €,Apartamento
Sant Gervasi - Galvany,85,2,1,1.200 €,Ático
Sant Gervasi - Bonanova,44,,1,850 €,Loft
Barceloneta,32,,1,800 €,Apartamento
Sant Antoni,75,2,1,1.100 €,Piso
Sants,92,4,2,1.200 €,Piso
Sant Andreu,90,3,2,900 €,Piso
Sant Antoni,81,3,2,1.300 €,Piso
Sant Gervasi - Bonanova,70,,1,800 €,Apartamento
Sant Gervasi - Galvany,200,,,5.000 €,Casa
Raval,44,,1,850 €,Piso
Dreta de l´Eixample,197,6,4,3.500 €,Piso
Putget - Farró,48,2,1,1.000 €,Piso
Gòtic,45,,1,850 €,Piso
Sagrada Família,55,2,1,790 €,Piso
Esquerra Alta de l´Eixample,90,2,2,1.250 €,Piso
Vila Olímpica,100,3,2,1.600 €,Piso
Vila de Gràcia,51,2,1,700 €,Piso
Sarrià,120,2,2,1.350 €,Apartamento
Poble Sec,50,2,1,700 €,Piso
Sants,85,3,1,1.100 €,Piso
Esquerra Alta de l´Eixample,75,2,1,1.275 €,Piso
Vallcarca - Penitents,90,,1,1.250 €,Ático
Gòtic,88,3,1,1.275 €,Piso
Sant Antoni,66,2,2,895 €,Piso
Dreta de l´Eixample,90,2,2,1.750 €,Dúplex
Esquerra Alta de l´Eixample,76,3,1,1.000 €,Piso
Esquerra Baixa de l´Eixample,93,3,2,1.200 €,Piso
Badal,40,,1,650 €,Piso
Esquerra Alta de l´Eixample,70,3,1,850 €,Ático
Vila de Gràcia,70,2,2,1.400 €,Piso
Esquerra Baixa de l´Eixample,67,3,1,1.050 €,Piso
Esquerra Baixa de l´Eixample,99,4,2,1.350 €,Piso
St. Pere - Sta. Caterina - El Born,30,,1,540 €,Piso
Dreta de l´Eixample,70,2,1,900 €,Piso
Sant Gervasi - Bonanova,172,3,4,2.600 €,Piso
Dreta de l´Eixample,47,,1,922 €,Piso
Gòtic,40,,1,790 €,Piso
Sant Ramon - Maternitat,62,2,1,950 €,Piso
Sagrada Família,70,2,1,995 €,Piso
Vila de Gràcia,60,2,1,1.475 €,Ático
St. Pere - Sta. Caterina - El Born,67,2,2,1.200 €,Piso
Vilapicina - Torre Llobeta,46,2,1,750 €,Piso
Vila de Gràcia,87,2,2,1.400 €,Piso
Esquerra Baixa de l´Eixample,75,3,1,1.100 €,Piso
La Marina-Montjuïc,90,3,1,1.295 €,Apartamento
Les Corts,80,3,2,1.090 €,Planta
St. Pere - Sta. Caterina - El Born,125,3,2,1.450 €,Piso
Camp d´en Grassot - Gràcia N.,37,,1,620 €,Apartamento
Sarrià,70,,1,1.050 €,Piso
Barceloneta,40,,1,650 €,Apartamento
St. Pere - Sta. Caterina - El Born,40,,1,700 €,Loft
Sarrià,73,3,1,1.150 €,Piso
Verdun,40,2,1,740 €,Piso
Barceloneta,62,3,1,950 €,Piso
Les Corts,100,2,2,1.500 €,Piso
Badal,62,,1,780 €,Piso
Poble Sec,44,,1,1.050 €,Piso
Taxonera,71,2,2,1.250 €,Ático
