Barri,Metres_Quadrats,Num_Habitacions,Num_Lavabos,Preu,Tipus_Immoble
Vila de Gràcia,75,,2,1.100 €,Piso
Sant Gervasi - Galvany,55,2,1,825 €,Piso
Esquerra Baixa de l´Eixample,80,3,2,1.150 €,Ático
Raval,69,3,1,925 €,Piso
Sant Antoni,80,4,1,1.050 €,Piso
Vila de Gràcia,75,,2,1.100 €,Piso
Sant Gervasi - Galvany,55,2,1,825 €,Piso
Esquerra Baixa de l´Eixample,80,3,2,1.150 €,Ático
Guinardó,60,2,1,880 €,Piso
St. Pere - Sta. Caterina - El Born,152,4,2,2.450 €,Piso
Bon Pastor,85,4,2,1.145 €,Piso
Diagonal Mar - La Mar Bella,240,4,2,5.450 €,Piso
Esquerra Alta de l´Eixample,70,,1,1.900 €,Piso
St. Pere - Sta. Caterina - El Born,105,2,2,1.200 €,Piso
Baix Guinardó,40,2,1,1.200 €,Piso
Raval,77,3,1,1.100 €,Piso
St. Pere - Sta. Caterina - El Born,55,,1,875 €,Piso
Esquerra Baixa de l´Eixample,65,3,1,1.450 €,Ático
Hostafrancs,69,2,2,840 €,Ático
Raval,65,2,2,1.300 €,Apartamento
St. Pere - Sta. Caterina - El Born,34,,1,850 €,Estudio
Prosperitat,55,2,1,690 €,Piso
Guinardó,70,3,1,950 €,Piso
Sants,84,2,1,1.050 €,Piso
Vila de Gràcia,75,3,2,1.300 €,Dúplex
Raval,108,2,2,1.550 €,Dúplex
Raval,50,2,1,750 €,Apartamento
Raval,75,4,1,1.020 €,Piso
Sarrià,126,5,2,1.500 €,Piso
Raval,41,,1,615 €,Piso
Sagrada Família,70,2,1,840 €,Piso
Porta,63,2,1,750 €,Piso
Dreta de l´Eixample,98,3,1,1.200 €,Piso
Esquerra Alta de l´Eixample,82,4,1,1.000 €,Piso
Sant Gervasi - Bonanova,110,2,2,1.300 €,Piso
Sant Andreu,70,3,1,790 €,Piso
Esquerra Alta de l´Eixample,101,4,2,1.550 €,Piso
Camp de l´Arpa,150,3,2,890 €,Piso
Gòtic,95,3,2,989 €,Piso
Sant Antoni,120,5,2,1.300 €,Piso
Sant Gervasi - Galvany,253,5,4,3.550 €,Piso
Les Corts,175,3,3,3.550 €,Piso
Gòtic,118,2,2,1.400 €,Apartamento
Esquerra Alta de l´Eixample,87,2,2,1.800 €,Apartamento
Dreta de l´Eixample,110,3,2,1.400 €,Apartamento
Sant Gervasi - Galvany,207,5,4,3.550 €,Apartamento
Gòtic,125,3,2,1.700 €,Apartamento
Gòtic,123,3,2,1.850 €,Apartamento
Vila de Gràcia,70,2,1,1.600 €,Apartamento
Dreta de l´Eixample,130,2,2,6.800 €,Apartamento
Poblenou,66,2,2,2.100 €,Apartamento
Dreta de l´Eixample,175,3,2,8.000 €,Apartamento
Esquerra Alta de l´Eixample,61,,1,1.700 €,Apartamento
Gòtic,121,2,2,1.500 €,Apartamento
Esquerra Alta de l´Eixample,93,3,2,2.250 €,Apartamento
Raval,205,2,2,2.000 €,Apartamento
Camp d´en Grassot - Gràcia N.,64,3,1,1.000 €,Apartamento
Esquerra Alta de l´Eixample,75,3,1,1.200 €,Piso
Esquerra Alta de l´Eixample,105,4,2,1.580 €,Piso
Gòtic,55,2,1,1.050 €,Planta
Poble Sec,69,3,1,750 €,Planta
Camp de l´Arpa,140,3,2,1.000 €,Loft
Poblenou,54,3,1,857 €,Piso
Sarrià,72,2,1,1.375 €,Piso
Esquerra Alta de l´Eixample,120,3,2,1.250 €,Piso
Fort Pienc,65,2,2,1.050 €,Piso
La Bordeta,75,3,1,875 €,Piso
Camp de l´Arpa,120,4,2,1.300 €,Piso
Sant Ramon - Maternitat,95,4,2,1.100 €,Piso
Raval,58,2,1,850 €,Piso
Esquerra Alta de l´Eixample,55,,1,950 €,Piso
Sant Gervasi - Bonanova,77,2,1,699 €,Piso
Hostafrancs,62,2,1,850 €,Piso
Fort Pienc,80,3,2,1.150 €,Piso
La Salut,90,3,1,890 €,Piso
Dreta de l´Eixample,134,2,2,1.690 €,Piso
Esquerra Alta de l´Eixample,106,3,2,1.575 €,Piso
Gòtic,89,2,1,1.250 €,Piso
Camp d´en Grassot - Gràcia N.,90,3,2,1.250 €,Piso
Vila de Gràcia,100,4,1,1.000 €,Piso
Esquerra Alta de l´Eixample,140,2,2,1.300 €,Planta
Gòtic,70,2,1,950 €,Apartamento
Dreta de l´Eixample,50,,1,975 €,Piso
Vila de Gràcia,85,3,2,1.050 €,Piso
Raval,55,,1,1.250 €,Piso
Sant Gervasi - Galvany,131,3,2,1.600 €,Piso
Putget - Farró,28,,1,550 €,Piso
Vallcarca - Penitents,73,3,1,1.100 €,Apartamento
Dreta de l´Eixample,52,,1,1.150 €,Piso
Sant Gervasi - Galvany,50,2,1,1.500 €,Ático
Esquerra Alta de l´Eixample,115,4,2,1.890 €,Piso
Sant Gervasi - Bonanova,65,2,1,950 €,Piso
Navas,98,3,1,1.000 €,Piso
El Clot,49,2,1,750 €,Piso
Font de la Guatlla,65,2,2,800 €,Piso
Gòtic,110,3,1,1.550 €,Piso
Camp d´en Grassot - Gràcia N.,60,2,1,1.300 €,Piso
Camp d´en Grassot - Gràcia N.,60,2,1,1.325 €,Piso
Camp d´en Grassot - Gràcia N.,55,,1,799 €,Piso
Raval,40,,1,700 €,Piso
Hostafrancs,55,2,1,773 €,Piso
Fort Pienc,90,3,2,1.150 €,Piso
Raval,2,2,2,1.600 €,Piso
Esquerra Baixa de l´Eixample,80,3,2,1.150 €,Piso
Diagonal Mar - La Mar Bella,115,3,2,2.700 €,Piso
Sant Gervasi - Galvany,129,3,2,1.787 €,Piso
Sants,61,2,2,950 €,Piso
Dreta de l´Eixample,46,,1,850 €,Piso
Dreta de l´Eixample,46,,1,890 €,Piso
St. Pere - Sta. Caterina - El Born,46,,1,890 €,Piso
Gòtic,46,,1,890 €,Piso
Les Corts,136,3,2,1.950 €,Piso
Font de la Guatlla,65,2,2,800 €,Piso
Raval,70,2,2,990 €,Piso
Can Baró,85,2,1,750 €,Piso
Sant Gervasi - Galvany,125,3,2,1.500 €,Piso
Camp d´en Grassot - Gràcia N.,72,2,1,1.000 €,Piso
Poblenou,136,4,2,2.300 €,Dúplex
Sagrada Família,81,3,2,1.200 €,Piso
Raval,80,3,2,1.150 €,Piso
Sant Martí,71,3,2,900 €,Piso
Fort Pienc,90,2,1,1.200 €,Piso
Raval,50,2,1,800 €,Ático
Raval,52,,1,1.450 €,Apartamento
Gòtic,26,,1,800 €,Loft
Sant Gervasi - Galvany,207,3,3,3.400 €,Piso
Vila de Gràcia,71,4,1,1.031 €,Piso
Esquerra Baixa de l´Eixample,55,2,1,845 €,Piso
Poble Sec,75,3,1,890 €,Piso
Sagrada Família,57,3,1,950 €,Piso
Sant Gervasi - Galvany,77,2,1,1.125 €,Piso
Fort Pienc,106,2,2,1.300 €,Ático
Raval,40,,1,875 €,Ático
Hostafrancs,89,3,2,1.095 €,Dúplex
Gòtic,144,3,2,1.200 €,Piso
Diagonal Mar - La Mar Bella,80,4,1,1.250 €,Piso
Pedralbes,200,4,4,4.950 €,Piso
Sant Gervasi - Galvany,240,4,3,4.500 €,Piso
Sant Gervasi - Galvany,450,4,4,15.000 €,Piso
Sant Gervasi - Galvany,160,4,3,2.750 €,Piso
Dreta de l´Eixample,245,5,5,4.800 €,Piso
Esquerra Alta de l´Eixample,140,3,2,2.800 €,Piso
Sant Gervasi - Galvany,220,4,3,5.500 €,Piso
Sant Gervasi - Bonanova,180,5,3,5.600 €,Piso
Sant Gervasi - Bonanova,220,4,3,4.000 €,Piso
Sarrià,180,3,2,2.700 €,Piso
Esquerra Alta de l´Eixample,145,3,2,2.800 €,Piso
Tres Torres,180,3,2,3.700 €,Piso
Les Corts,108,3,2,1.200 €,Piso
Tres Torres,202,5,4,3.400 €,Piso
Sarrià,270,4,4,5.000 €,Dúplex
Sant Gervasi - Bonanova,287,4,4,5.866 €,Dúplex
Sant Gervasi - Galvany,86,,2,1.600 €,Apartamento
Sant Gervasi - Bonanova,280,4,4,3.950 €,Ático
Dreta de l´Eixample,220,4,4,4.000 €,Ático
Sant Gervasi - Bonanova,200,4,3,5.600 €,Ático
Esquerra Alta de l´Eixample,270,3,3,6.800 €,Ático
St. Pere - Sta. Caterina - El Born,55,3,1,1.200 €,Apartamento
Sant Gervasi - Galvany,140,3,2,1.900 €,Loft
Barceloneta,35,,1,650 €,Piso
Horta,79,3,1,850 €,Piso
Vallvidrera - Tibidabo - Les Planes,79,2,1,1.200 €,Piso
Sant Gervasi - Galvany,35,,1,600 €,Apartamento
Montbau,90,2,1,900 €,Piso
St. Pere - Sta. Caterina - El Born,48,,2,850 €,Piso
Raval,136,4,2,1.350 €,Piso
Esquerra Alta de l´Eixample,135,3,2,2.500 €,Piso
Sarrià,170,3,3,3.200 €,Piso
Sant Gervasi - Galvany,250,5,4,3.550 €,Piso
Tres Torres,215,4,3,2.975 €,Piso
Sant Gervasi - Galvany,260,5,4,3.800 €,Piso
La Salut,115,4,2,1.600 €,Piso
Sagrada Família,80,3,1,1.400 €,Piso
Sagrada Família,80,3,1,1.400 €,Piso
Sant Antoni,50,2,1,775 €,Piso
Esquerra Baixa de l´Eixample,65,,1,1.100 €,Piso
Raval,35,,1,700 €,Piso
St. Pere - Sta. Caterina - El Born,70,3,2,950 €,Piso
Guinardó,67,4,1,850 €,Piso
St. Pere - Sta. Caterina - El Born,65,2,1,785 €,Piso
Raval,85,4,1,999 €,Apartamento
Esquerra Baixa de l´Eixample,30,,1,700 €,Ático
Vila de Gràcia,55,2,1,750 €,Piso
Font de la Guatlla,70,2,2,1.050 €,Piso
Barceloneta,50,,1,1.250 €,Piso
Dreta de l´Eixample,67,2,1,2.100 €,Piso
Dreta de l´Eixample,70,2,1,2.300 €,Piso
Raval,85,3,2,1.350 €,Piso
Gòtic,64,2,1,900 €,Piso
Raval,70,2,1,890 €,Piso
Sant Antoni,46,,1,1.080 €,Piso
Dreta de l´Eixample,104,2,2,1.800 €,Piso
Vila de Gràcia,120,4,2,1.300 €,Ático
Sant Gervasi - Galvany,45,,1,750 €,Loft
Esquerra Baixa de l´Eixample,43,,1,804 €,Apartamento
Sant Gervasi - Bonanova,75,4,1,1.100 €,Piso
La Sagrera,86,,1,930 €,Dúplex
Gòtic,95,2,2,1.450 €,Piso
Barceloneta,50,2,,825 €,Piso
Esquerra Alta de l´Eixample,125,3,2,2.500 €,Piso
St. Pere - Sta. Caterina - El Born,55,,1,1.000 €,Piso
Vila de Gràcia,52,2,1,890 €,Piso
Esquerra Baixa de l´Eixample,73,2,2,1.100 €,Piso
Dreta de l´Eixample,60,2,1,1.200 €,Piso
Sant Gervasi - Galvany,52,2,1,1.500 €,Piso
St. Pere - Sta. Caterina - El Born,36,,1,795 €,Piso
Gòtic,90,2,2,1.300 €,Apartamento
Gòtic,130,3,2,1.850 €,Apartamento
Dreta de l´Eixample,133,4,2,2.500 €,Apartamento
Dreta de l´Eixample,125,4,1,1.700 €,Apartamento
Sant Gervasi - Galvany,300,4,3,7.500 €,Apartamento
Gòtic,120,3,2,2.000 €,Apartamento
Esquerra Alta de l´Eixample,68,,1,1.590 €,Apartamento
Dreta de l´Eixample,115,3,2,2.500 €,Apartamento
Dreta de l´Eixample,110,3,2,2.450 €,Apartamento
Dreta de l´Eixample,185,5,2,3.150 €,Apartamento
Dreta de l´Eixample,90,,1,1.400 €,Apartamento
Raval,80,2,2,1.500 €,Apartamento
Esquerra Alta de l´Eixample,75,2,2,2.000 €,Apartamento
Gòtic,91,2,2,2.500 €,Apartamento
Tres Torres,220,5,3,3.750 €,Apartamento
Esquerra Alta de l´Eixample,80,2,2,2.200 €,Apartamento
Diagonal Mar - La Mar Bella,124,3,2,4.200 €,Apartamento
Gòtic,86,2,2,1.650 €,Apartamento
Gòtic,72,2,1,1.450 €,Apartamento
Gòtic,149,3,1,1.500 €,Apartamento
Gòtic,75,2,1,1.425 €,Apartamento
Sant Gervasi - Galvany,180,4,3,3.400 €,Apartamento
Sant Gervasi - Bonanova,202,3,3,2.500 €,Apartamento
Dreta de l´Eixample,100,2,2,2.600 €,Apartamento
Dreta de l´Eixample,180,3,2,2.700 €,Apartamento
Dreta de l´Eixample,260,4,4,11.500 €,Apartamento
Dreta de l´Eixample,130,2,2,7.000 €,Apartamento
Esquerra Alta de l´Eixample,70,2,1,1.900 €,Apartamento
Gòtic,61,2,1,1.350 €,Apartamento
Sant Gervasi - Galvany,237,4,3,3.250 €,Apartamento
Dreta de l´Eixample,145,3,2,1.950 €,Apartamento
Dreta de l´Eixample,120,3,2,2.000 €,Apartamento
Les Corts,150,2,3,2.250 €,Apartamento
Sant Gervasi - Galvany,185,3,2,3.550 €,Apartamento
Dreta de l´Eixample,75,2,1,1.200 €,Apartamento
Dreta de l´Eixample,185,2,2,3.900 €,Apartamento
Poble Sec,65,,1,1.180 €,Loft
Putget - Farró,125,,1,1.500 €,Loft
Esquerra Alta de l´Eixample,200,3,3,3.800 €,Ático
Sant Gervasi - Galvany,181,3,2,4.500 €,Ático
Camp de l´Arpa,78,3,1,1.250 €,Piso
St. Pere - Sta. Caterina - El Born,37,,1,800 €,Piso
Raval,60,2,2,750 €,Piso
Sant Antoni,80,3,1,1.050 €,Piso
Gòtic,110,3,1,1.550 €,Piso
Putget - Farró,45,,1,950 €,Piso
La Verneda - La Pau,69,3,1,718 €,Piso
Raval,90,3,2,990 €,Piso
La Salut,80,3,1,890 €,Piso
Camp d´en Grassot - Gràcia N.,80,3,1,890 €,Piso
Vila de Gràcia,80,3,1,1.060 €,Piso
Porta,65,2,1,760 €,Piso
Esquerra Alta de l´Eixample,65,2,1,850 €,Piso
Sant Gervasi - Galvany,44,,1,795 €,Apartamento
St. Pere - Sta. Caterina - El Born,75,3,1,925 €,Piso
Can Baró,114,3,2,1.300 €,Piso
Vila de Gràcia,70,2,1,1.100 €,Piso
Sants,80,3,1,950 €,Piso
Esquerra Alta de l´Eixample,70,2,1,1.250 €,Piso
Guinardó,64,3,1,800 €,Piso
Glòries El Parc,53,,1,1.100 €,Piso
Sagrada Família,59,2,2,1.100 €,Piso
Les Corts,65,3,1,890 €,Piso
Sants,86,3,2,1.100 €,Piso
Sants,43,2,1,750 €,Piso
Esquerra Baixa de l´Eixample,55,,1,750 €,Piso
Sant Gervasi - Galvany,224,4,3,5.000 €,Piso
Barceloneta,35,,1,750 €,Piso
St. Pere - Sta. Caterina - El Born,40,,1,790 €,Piso
El Clot,75,3,2,1.200 €,Piso
Putget - Farró,60,3,1,900 €,Piso
St. Pere - Sta. Caterina - El Born,49,3,1,795 €,Piso
Dreta de l´Eixample,168,6,2,2.250 €,Piso
Tres Torres,135,3,2,2.400 €,Piso
Vila de Gràcia,72,2,1,1.350 €,Piso
Raval,45,,1,700 €,Piso
Dreta de l´Eixample,71,2,1,2.050 €,Piso
Dreta de l´Eixample,67,2,1,2.050 €,Piso
Dreta de l´Eixample,67,2,1,2.100 €,Piso
Camp d´en Grassot - Gràcia N.,73,2,1,1.230 €,Piso
Poblenou,73,2,2,1.170 €,Piso
Sagrada Família,88,3,2,1.450 €,Piso
Esquerra Alta de l´Eixample,75,2,2,1.950 €,Apartamento
Esquerra Alta de l´Eixample,91,2,2,2.250 €,Apartamento
Putget - Farró,70,3,1,1.050 €,Apartamento
Poblenou,73,2,2,1.170 €,Piso
Sagrada Família,88,3,2,1.450 €,Piso
La Sagrera,90,2,1,850 €,Apartamento
Sarrià,71,2,1,1.375 €,Piso
Gòtic,180,4,3,1.900 €,Apartamento
Esquerra Alta de l´Eixample,88,4,2,1.475 €,Piso
St. Pere - Sta. Caterina - El Born,70,2,2,1.300 €,Piso
Sant Ramon - Maternitat,81,3,1,1.174 €,Piso
Sant Gervasi - Bonanova,52,,1,800 €,Estudio
Sants,71,3,1,975 €,Piso
Sant Gervasi - Bonanova,49,,1,1.060 €,Piso
St. Pere - Sta. Caterina - El Born,36,,1,1.150 €,Estudio
Camp de l´Arpa,60,2,1,850 €,Piso
Sants,83,3,2,930 €,Piso
St. Pere - Sta. Caterina - El Born,36,,1,1.150 €,Estudio
Sant Gervasi - Bonanova,52,,1,800 €,Estudio
Dreta de l´Eixample,90,3,2,1.350 €,Piso
St. Pere - Sta. Caterina - El Born,75,2,1,1.200 €,Piso
Sant Gervasi - Bonanova,106,2,2,1.500 €,Piso
Esquerra Alta de l´Eixample,70,2,2,2.100 €,Ático
Gòtic,80,2,2,1.600 €,Apartamento
Esquerra Alta de l´Eixample,65,3,1,1.175 €,Apartamento
Sagrada Família,75,2,2,1.100 €,Apartamento
Vila de Gràcia,65,,1,950 €,Piso
Camp de l´Arpa,44,2,1,950 €,Piso
Putget - Farró,65,2,2,1.500 €,Piso
Esquerra Baixa de l´Eixample,95,2,1,1.300 €,Piso
Les Corts,65,,1,1.500 €,Piso
El Clot,73,2,1,1.000 €,Piso
Gòtic,75,2,2,1.150 €,Piso
Gòtic,65,,1,1.000 €,Piso
Camp d´en Grassot - Gràcia N.,60,2,1,1.325 €,Piso
Gòtic,92,2,2,1.319 €,Piso
Esquerra Alta de l´Eixample,65,2,1,850 €,Piso
Raval,65,,2,850 €,Piso
La Sagrera,73,3,1,890 €,Piso
Esquerra Alta de l´Eixample,70,3,1,1.100 €,Piso
Vila de Gràcia,50,2,1,730 €,Apartamento
Poble Sec,43,2,1,840 €,Apartamento
Hostafrancs,70,3,1,925 €,Apartamento
Gòtic,74,2,1,890 €,Piso
Gòtic,52,3,1,1.150 €,Piso
St. Pere - Sta. Caterina - El Born,60,,2,1.200 €,Dúplex
Camp de l´Arpa,70,3,1,880 €,Ático
Fort Pienc,60,,1,850 €,Estudio
Sagrada Família,35,,1,800 €,Loft
Les Corts,50,2,1,830 €,Piso
Raval,58,2,1,800 €,Piso
Sant Gervasi - Bonanova,350,5,4,6.500 €,Piso
Pedralbes,190,4,3,3.000 €,Piso
Sant Gervasi - Galvany,55,,1,900 €,Piso
Sagrada Família,40,,1,800 €,Piso
Esquerra Baixa de l´Eixample,55,2,1,1.150 €,Piso
Raval,40,,1,620 €,Piso
Dreta de l´Eixample,104,3,2,1.600 €,Piso
Poble Sec,50,2,1,850 €,Piso
Sant Antoni,65,3,1,850 €,Piso
Sant Antoni,65,3,1,850 €,Piso
El Clot,43,3,1,800 €,Piso
Esquerra Baixa de l´Eixample,90,3,1,1.800 €,Piso
St. Pere - Sta. Caterina - El Born,45,,1,700 €,Loft
Dreta de l´Eixample,110,4,2,2.850 €,Ático
Sants,50,2,1,800 €,Ático
Esquerra Alta de l´Eixample,42,2,2,1.050 €,Ático
Gòtic,76,2,1,1.250 €,Apartamento
Poble Sec,44,,1,1.300 €,Apartamento
Esquerra Alta de l´Eixample,95,4,2,1.100 €,Piso
Vila de Gràcia,75,3,1,990 €,Piso
Dreta de l´Eixample,110,2,1,1.980 €,Piso
Dreta de l´Eixample,302,4,3,3.000 €,Piso
Raval,39,,1,580 €,Piso
Gòtic,28,,1,550 €,Piso
Poble Sec,55,3,1,1.050 €,Piso
Dreta de l´Eixample,75,,1,1.350 €,Piso
Dreta de l´Eixample,302,4,3,3.000 €,Piso
Raval,39,,1,580 €,Piso
Gòtic,28,,1,550 €,Piso
Poble Sec,55,3,1,1.050 €,Piso
Dreta de l´Eixample,75,,1,1.350 €,Piso
St. Pere - Sta. Caterina - El Born,75,2,1,1.080 €,Piso
Glòries El Parc,81,3,1,1.250 €,Piso
Dreta de l´Eixample,120,4,1,2.150 €,Piso
Font de la Guatlla,80,4,1,1.050 €,Piso
Gòtic,50,,1,850 €,Piso
Sant Gervasi - Galvany,180,4,3,3.700 €,Piso
Poblenou,48,,1,900 €,Piso
Poble Sec,90,3,2,1.050 €,Piso
Badal,72,4,2,850 €,Piso
Camp de l´Arpa,85,2,1,950 €,Piso
Vallvidrera - Tibidabo - Les Planes,290,5,4,3.900 €,Piso
Fort Pienc,53,,1,850 €,Piso
Barceloneta,73,2,1,1.000 €,Piso
Sant Gervasi - Galvany,200,4,4,3.000 €,Piso
Camp de l´Arpa,85,2,1,950 €,Piso
Raval,65,2,1,1.100 €,Piso
Fort Pienc,90,3,2,1.050 €,Piso
Tres Torres,90,4,2,1.300 €,Piso
Dreta de l´Eixample,232,3,3,4.000 €,Apartamento
Sarrià,80,3,1,850 €,Apartamento
Raval,90,3,2,990 €,Piso
Font de la Guatlla,65,2,1,800 €,Piso
Putget - Farró,45,,1,950 €,Piso
Font de la Guatlla,65,2,1,800 €,Piso
Esquerra Alta de l´Eixample,100,3,2,1.300 €,Piso
Sant Gervasi - Galvany,110,4,2,1.600 €,Piso
Fort Pienc,95,4,2,1.250 €,Piso
Esquerra Baixa de l´Eixample,50,2,1,1.075 €,Piso
Dreta de l´Eixample,140,3,2,1.250 €,Piso
Sant Gervasi - Galvany,245,5,3,3.600 €,Piso
Sant Gervasi - Galvany,280,6,5,5.300 €,Piso
Sants,74,3,1,750 €,Piso
Tres Torres,95,3,1,1.100 €,Apartamento
Fort Pienc,45,,1,800 €,Piso
St. Pere - Sta. Caterina - El Born,69,,1,1.100 €,Piso
Gòtic,90,2,2,1.000 €,Piso
Sarrià,150,4,3,2.600 €,Piso
Sagrada Família,75,,1,1.100 €,Loft
Camp de l´Arpa,62,,1,1.000 €,Ático
Carmel,103,3,1,900 €,Piso
Poblenou,79,4,1,950 €,Piso
Sagrada Família,75,2,1,933 €,Piso
Dreta de l´Eixample,177,4,2,2.200 €,Piso
Sant Gervasi - Galvany,195,4,3,3.000 €,Piso
Sant Gervasi - Galvany,180,4,2,2.800 €,Piso
Les Corts,203,5,2,3.200 €,Piso
Font d´en Fargas,88,3,1,1.050 €,Piso
Sant Gervasi - Galvany,51,2,2,1.500 €,Piso
Sant Gervasi - Galvany,52,2,1,1.500 €,Piso
Barceloneta,34,,1,800 €,Ático
Poblenou,63,,1,900 €,Loft
Camp d´en Grassot - Gràcia N.,45,,1,850 €,Loft
Tres Torres,107,2,1,2.500 €,Planta
Provençals del Poblenou,47,,1,995 €,Estudio
Raval,49,,1,900 €,Piso
Gòtic,91,2,2,1.600 €,Apartamento
Sant Antoni,80,3,1,975 €,Apartamento
Raval,116,3,2,1.750 €,Piso
Raval,116,3,2,2.600 €,Piso
Dreta de l´Eixample,84,3,2,2.500 €,Piso
Dreta de l´Eixample,88,3,2,1.800 €,Piso
Dreta de l´Eixample,84,3,2,1.900 €,Piso
Dreta de l´Eixample,84,3,2,2.300 €,Piso
Vilapicina - Torre Llobeta,55,2,1,750 €,Piso
St. Pere - Sta. Caterina - El Born,35,,1,700 €,Piso
Poble Sec,86,3,1,900 €,Piso
Pedralbes,260,4,3,4.000 €,Piso
Les Corts,51,2,1,675 €,Piso
Tres Torres,133,4,3,2.400 €,Piso
Sarrià,80,2,1,1.750 €,Piso
Poble Sec,86,3,1,900 €,Piso
Pedralbes,260,4,3,4.000 €,Piso
Les Corts,51,2,1,675 €,Piso
Tres Torres,133,4,3,2.400 €,Piso
Sarrià,80,2,1,1.750 €,Piso
Fort Pienc,70,3,2,1.200 €,Piso
Raval,46,2,1,840 €,Piso
St. Pere - Sta. Caterina - El Born,40,2,1,800 €,Piso
St. Pere - Sta. Caterina - El Born,63,,1,880 €,Piso
Les Corts,136,3,2,1.850 €,Apartamento
Poblenou,150,3,2,1.800 €,Ático
St. Pere - Sta. Caterina - El Born,85,,1,1.070 €,Apartamento
Gòtic,45,2,1,690 €,Piso
Sagrada Família,99,4,2,1.350 €,Piso
Gòtic,1,3,2,1.755 €,Piso
Dreta de l´Eixample,60,2,1,1.000 €,Piso
Sarrià,69,,1,1.529 €,Piso
St. Pere - Sta. Caterina - El Born,40,2,1,800 €,Piso
St. Pere - Sta. Caterina - El Born,63,,1,880 €,Piso
Les Corts,136,3,2,1.850 €,Apartamento
Poblenou,150,3,2,1.800 €,Ático
St. Pere - Sta. Caterina - El Born,85,,1,1.070 €,Apartamento
Putget - Farró,50,,1,890 €,Piso
Poblenou,52,2,1,900 €,Piso
Sant Antoni,70,2,1,975 €,Piso
Barceloneta,35,,1,690 €,Piso
Camp d´en Grassot - Gràcia N.,130,6,2,1.650 €,Piso
Poblenou,93,3,1,1.200 €,Piso
Esquerra Alta de l´Eixample,105,3,2,1.600 €,Piso
Putget - Farró,47,,1,790 €,Piso
Les Corts,45,,1,850 €,Piso
Vila de Gràcia,80,3,1,1.350 €,Piso
Dreta de l´Eixample,83,3,1,1.150 €,Piso
Vila de Gràcia,130,3,2,1.400 €,Piso
Putget - Farró,280,3,3,1.573 €,Loft
Dreta de l´Eixample,95,4,2,1.550 €,Apartamento
Dreta de l´Eixample,100,2,2,1.900 €,Apartamento
Sant Andreu,115,4,2,890 €,Piso
Font de la Guatlla,80,2,2,1.200 €,Piso
Camp de l´Arpa,120,2,2,1.360 €,Piso
Poblenou,60,2,1,850 €,Piso
Esquerra Alta de l´Eixample,109,4,1,999 €,Piso
Guinardó,48,2,1,665 €,Piso
Tres Torres,110,3,2,2.250 €,Piso
Esquerra Alta de l´Eixample,45,,1,680 €,Piso
Putget - Farró,120,3,3,1.600 €,Piso
Poble Sec,60,2,1,915 €,Piso
Poble Sec,80,2,1,1.116 €,Piso
Sant Ramon - Maternitat,55,3,1,949 €,Piso
Vila de Gràcia,90,4,1,1.100 €,Piso
Sant Gervasi - Galvany,100,4,2,1.100 €,Piso
Sant Gervasi - Galvany,100,4,2,1.100 €,Piso
Poble Sec,50,2,1,850 €,Piso
Vila de Gràcia,90,4,1,1.100 €,Piso
Raval,132,4,2,1.800 €,Piso
Dreta de l´Eixample,50,,1,950 €,Piso
Badal,50,,1,775 €,Piso
Dreta de l´Eixample,153,4,2,1.700 €,Piso
Vila de Gràcia,65,3,1,1.000 €,Piso
Dreta de l´Eixample,60,,1,1.350 €,Piso
Dreta de l´Eixample,73,2,2,1.200 €,Apartamento
Camp de l´Arpa,67,2,1,850 €,Piso
Gòtic,125,3,2,1.700 €,Piso
Sant Gervasi - Galvany,120,2,1,990 €,Piso
Les Corts,30,,1,995 €,Piso
Les Corts,50,,1,1.300 €,Piso
Sagrada Família,121,3,2,1.365 €,Piso
Badal,95,4,2,1.021 €,Piso
Dreta de l´Eixample,121,4,2,1.800 €,Piso
Camp de l´Arpa,101,4,2,1.400 €,Piso
Putget - Farró,75,2,2,1.350 €,Piso
Raval,90,2,2,1.600 €,Piso
Raval,90,2,2,2.300 €,Piso
Vila de Gràcia,60,,1,900 €,Apartamento
Esquerra Alta de l´Eixample,122,2,2,2.100 €,Apartamento
Sagrada Família,50,2,1,1.300 €,Apartamento
Sant Antoni,87,2,1,1.200 €,Piso
St. Pere - Sta. Caterina - El Born,31,,1,745 €,Ático
Sant Gervasi - Galvany,52,2,1,1.500 €,Piso
Fort Pienc,56,,1,1.150 €,Piso
Dreta de l´Eixample,75,2,1,1.190 €,Piso
St. Pere - Sta. Caterina - El Born,70,2,1,980 €,Piso
Dreta de l´Eixample,100,3,2,1.400 €,Piso
Sant Gervasi - Bonanova,65,,1,1.200 €,Piso
Sant Gervasi - Bonanova,370,5,4,6.000 €,Casa
Horta,60,3,1,730 €,Piso
Sant Gervasi - Galvany,50,,1,1.200 €,Piso
Sant Gervasi - Galvany,50,,1,1.050 €,Piso
Dreta de l´Eixample,105,3,2,2.000 €,Piso
Raval,65,,2,750 €,Piso
Raval,65,,2,750 €,Piso
Guinardó,90,2,2,1.175 €,Piso
Font d´en Fargas,65,3,1,750 €,Piso
Esquerra Baixa de l´Eixample,30,,1,690 €,Piso
Sant Gervasi - Galvany,234,4,3,4.500 €,Piso
Fort Pienc,45,2,1,800 €,Piso
Esquerra Alta de l´Eixample,90,3,2,1.250 €,Piso
Sarrià,195,3,2,2.500 €,Dúplex
Camp de l´Arpa,65,3,1,850 €,Piso
