"","Barri","Metres_Quadrats","Num_Habitacions","Num_Lavabos","Preu","Tipus_Immoble","Districte"
"9494","Poble Sec",55,2,1,1150,"Piso","Sants-Montjuïc"
"9495","Raval",56,2,1,950,"Piso","Ciutat Vella"
"9496","Poble Sec",70,3,1,820,"Piso","Sants-Montjuïc"
"9497","St. Pere - Sta. Caterina - El Born",70,2,1,1800,"Apartamento","Ciutat Vella"
"9498","Esquerra Baixa de l´Eixample",75,3,1,875,"Piso","Eixample"
"9499","Esquerra Alta de l´Eixample",90,2,1,1245,"Piso","Eixample"
"9500","Poblenou",50,2,1,890,"Piso","Sant Martí"
"9501","Raval",70,2,1,990,"Piso","Ciutat Vella"
"9502","Raval",56,2,1,850,"Piso","Ciutat Vella"
"9503","Diagonal Mar - La Mar Bella",74,2,1,1575,"Piso","Sant Martí"
"9504","St. Pere - Sta. Caterina - El Born",50,2,1,850,"Piso","Ciutat Vella"
"9505","St. Pere - Sta. Caterina - El Born",85,2,2,2200,"Apartamento","Ciutat Vella"
"9507","Camp de l´Arpa",90,3,2,1150,"Apartamento","Sant Martí"
"9508","Raval",50,2,1,1050,"Apartamento","Ciutat Vella"
"9510","Glòries El Parc",100,3,4,2000,"Ático","Sant Martí"
"9512","Sant Gervasi - Galvany",135,3,2,3000,"Planta","Sarrià-Sant Gervasi"
"9513","Raval",81,3,2,988,"Piso","Ciutat Vella"
"9515","Baix Guinardó",80,3,1,856,"Piso","Horta-Guinardó"
"9516","Esquerra Alta de l´Eixample",133,2,2,2950,"Piso","Eixample"
"9518","Vall d´Hebron",186,4,3,1550,"Piso","Horta-Guinardó"
"9519","Raval",60,2,1,1200,"Piso","Ciutat Vella"
"9520","St. Pere - Sta. Caterina - El Born",90,2,2,1225,"Piso","Ciutat Vella"
"9521","Raval",60,2,1,1000,"Piso","Ciutat Vella"
"9522","Sant Antoni",62,2,1,1300,"Apartamento","Eixample"
"9523","Sagrada Família",112,4,3,1450,"Piso","Eixample"
"9524","Sant Gervasi - Galvany",188,3,2,3000,"Piso","Sarrià-Sant Gervasi"
"9525","Diagonal Mar - La Mar Bella",65,2,1,1100,"Piso","Sant Martí"
"9527","Sant Gervasi - Galvany",188,3,2,3000,"Piso","Sarrià-Sant Gervasi"
"9528","Diagonal Mar - La Mar Bella",65,2,1,1100,"Piso","Sant Martí"
"9529","Sant Gervasi - Galvany",240,5,5,5300,"Piso","Sarrià-Sant Gervasi"
"9530","St. Pere - Sta. Caterina - El Born",90,3,2,2000,"Apartamento","Ciutat Vella"
"9531","Raval",74,2,2,1200,"Apartamento","Ciutat Vella"
"9533","Barceloneta",83,4,1,1150,"Piso","Ciutat Vella"
"9534","Dreta de l´Eixample",68,3,1,1400,"Piso","Eixample"
"9535","Sant Gervasi - Galvany",325,5,5,6800,"Piso","Sarrià-Sant Gervasi"
"9538","Dreta de l´Eixample",85,3,2,1350,"Piso","Eixample"
"9539","St. Pere - Sta. Caterina - El Born",107,5,1,1150,"Piso","Ciutat Vella"
"9540","Sarrià",80,2,2,2573,"Piso","Sarrià-Sant Gervasi"
"9542","Sagrada Família",98,3,2,1200,"Piso","Eixample"
"9543","Sants",125,3,2,1200,"Piso","Sants-Montjuïc"
"9544","Gòtic",85,2,2,1200,"Piso","Ciutat Vella"
"9546","Les Corts",85,2,2,1150,"Piso","Les Corts"
"9547","Dreta de l´Eixample",88,3,2,2200,"Piso","Eixample"
"9548","Gòtic",78,2,1,3080,"Piso","Ciutat Vella"
"9549","Tres Torres",52,2,1,875,"Piso","Sarrià-Sant Gervasi"
"9551","Carmel",70,2,1,690,"Piso","Horta-Guinardó"
"9552","Dreta de l´Eixample",100,3,2,1675,"Piso","Eixample"
"9554","Esquerra Baixa de l´Eixample",80,2,2,1315,"Apartamento","Eixample"
"9555","Dreta de l´Eixample",165,2,2,2500,"Ático","Eixample"
"9556","Guinardó",85,2,1,890,"Piso","Horta-Guinardó"
"9559","Poblenou",82,4,1,1150,"Piso","Sant Martí"
"9560","Sant Antoni",65,2,1,1275,"Piso","Eixample"
"9561","Esquerra Baixa de l´Eixample",60,2,1,725,"Piso","Eixample"
"9562","El Coll",103,3,1,875,"Piso","Gràcia"
"9563","Badal",55,3,1,750,"Piso","Sants-Montjuïc"
"9564","Esquerra Baixa de l´Eixample",111,3,2,1000,"Piso","Eixample"
"9565","Fort Pienc",130,3,2,2100,"Piso","Eixample"
"9566","Dreta de l´Eixample",150,7,2,2500,"Piso","Eixample"
"9567","Sarrià",129,3,2,3029,"Piso","Sarrià-Sant Gervasi"
"9570","Esquerra Baixa de l´Eixample",65,2,1,1200,"Apartamento","Eixample"
"9571","Sant Martí",85,4,2,850,"Apartamento","Sant Martí"
"9572","Putget - Farró",79,2,1,950,"Ático","Sarrià-Sant Gervasi"
"9573","Esquerra Alta de l´Eixample",65,2,2,1300,"Piso","Eixample"
"9574","Taxonera",225,5,3,1900,"Dúplex","Horta-Guinardó"
"9575","Raval",121,3,3,2000,"Piso","Ciutat Vella"
"9576","Tres Torres",50,2,1,1200,"Piso","Sarrià-Sant Gervasi"
"9578","Vila de Gràcia",75,3,1,990,"Piso","Gràcia"
"9579","La Marina-Montjuïc",96,3,2,1200,"Piso","Sants-Montjuïc"
"9582","La Bordeta",70,3,1,900,"Piso","Sants-Montjuïc"
"9583","Besòs - Maresme",65,3,1,1100,"Piso","Sant Martí"
"9584","Esquerra Alta de l´Eixample",100,3,2,950,"Piso","Eixample"
"9585","Esquerra Alta de l´Eixample",132,4,2,1645,"Piso","Eixample"
"9586","La Sagrera",65,3,1,800,"Piso","Sant Andreu"
"9587","Sant Ramon - Maternitat",70,3,1,925,"Piso","Les Corts"
"9591","Les Corts",75,3,1,1000,"Piso","Les Corts"
"9593","Les Corts",148,4,3,2300,"Piso","Les Corts"
"9594","Sant Antoni",85,2,1,950,"Apartamento","Eixample"
"9595","Sagrada Família",112,3,1,1350,"Piso","Eixample"
"9596","Vila de Gràcia",160,4,2,1500,"Apartamento","Gràcia"
"9598","Camp d´en Grassot - Gràcia N.",70,3,1,950,"Piso","Gràcia"
"9599","Guinardó",60,2,1,750,"Piso","Horta-Guinardó"
"9600","Gòtic",65,2,1,1350,"Piso","Ciutat Vella"
"9601","Guinardó",65,3,2,950,"Piso","Horta-Guinardó"
"9603","Sant Gervasi - Galvany",100,4,3,1500,"Piso","Sarrià-Sant Gervasi"
"9604","Sant Gervasi - Bonanova",133,4,2,1450,"Piso","Sarrià-Sant Gervasi"
"9605","Poble Sec",85,3,1,950,"Piso","Sants-Montjuïc"
"9606","Esquerra Alta de l´Eixample",94,4,1,1200,"Piso","Eixample"
"9607","Les Corts",75,2,4,1100,"Piso","Les Corts"
"9609","Sagrada Família",82,3,1,1200,"Piso","Eixample"
"9611","La Bordeta",66,3,1,839,"Piso","Sants-Montjuïc"
"9612","Sant Gervasi - Bonanova",40,2,1,850,"Piso","Sarrià-Sant Gervasi"
"9613","Pedralbes",295,5,4,4000,"Piso","Les Corts"
"9614","Dreta de l´Eixample",100,2,2,2350,"Piso","Eixample"
"9616","Sarrià",80,3,1,1450,"Piso","Sarrià-Sant Gervasi"
"9618","Raval",47,2,1,920,"Piso","Ciutat Vella"
"9622","El Clot",65,2,1,950,"Piso","Sant Martí"
"9626","Sarrià",70,3,1,1290,"Piso","Sarrià-Sant Gervasi"
"9628","Barceloneta",68,3,1,1250,"Apartamento","Ciutat Vella"
"9630","Raval",95,2,1,1200,"Piso","Ciutat Vella"
"9631","Gòtic",35,2,1,1000,"Piso","Ciutat Vella"
"9632","Camp de l´Arpa",75,4,1,950,"Piso","Sant Martí"
"9636","Esquerra Alta de l´Eixample",95,3,2,1275,"Piso","Eixample"
"9637","Gòtic",100,3,1,1000,"Piso","Ciutat Vella"
"9638","Gòtic",64,2,1,1711,"Piso","Ciutat Vella"
"9639","Gòtic",109,2,2,3599,"Piso","Ciutat Vella"
"9640","Sants",82,3,2,1170,"Piso","Sants-Montjuïc"
"9641","Sant Andreu",72,2,2,1002,"Piso","Sant Andreu"
"9642","Prosperitat",47,2,1,840,"Apartamento","Nou Barris"
"9643","Poble Sec",77,2,1,1050,"Piso","Sants-Montjuïc"
"9645","Camp de l´Arpa",80,2,1,1000,"Piso","Sant Martí"
"9647","Sant Gervasi - Galvany",50,2,1,800,"Piso","Sarrià-Sant Gervasi"
"9650","Gòtic",70,2,1,950,"Piso","Ciutat Vella"
"9651","Vila de Gràcia",80,2,1,1200,"Piso","Gràcia"
"9653","St. Pere - Sta. Caterina - El Born",65,2,1,1200,"Apartamento","Ciutat Vella"
"9655","Putget - Farró",80,3,2,1100,"Piso","Sarrià-Sant Gervasi"
"9656","Les Corts",68,2,1,1051,"Piso","Les Corts"
"9657","Guinardó",90,3,2,1050,"Piso","Horta-Guinardó"
"9658","La Sagrera",80,3,1,850,"Apartamento","Sant Andreu"
"9659","Esquerra Alta de l´Eixample",90,3,2,1380,"Piso","Eixample"
"9662","Sant Gervasi - Galvany",100,3,2,1650,"Piso","Sarrià-Sant Gervasi"
"9663","St. Pere - Sta. Caterina - El Born",70,3,2,1275,"Piso","Ciutat Vella"
"9664","Esquerra Alta de l´Eixample",102,4,2,1200,"Piso","Eixample"
"9666","Vallcarca - Penitents",151,3,2,2000,"Dúplex","Gràcia"
"9667","Sant Gervasi - Galvany",60,3,1,950,"Piso","Sarrià-Sant Gervasi"
"9670","Sant Andreu",98,3,2,1065,"Piso","Sant Andreu"
"9672","Gòtic",90,2,1,1750,"Piso","Ciutat Vella"
"9673","Putget - Farró",70,2,2,1250,"Piso","Sarrià-Sant Gervasi"
"9674","Esquerra Alta de l´Eixample",60,2,1,975,"Apartamento","Eixample"
"9676","Dreta de l´Eixample",93,3,2,1450,"Piso","Eixample"
"9677","Raval",65,2,1,790,"Piso","Ciutat Vella"
"9678","Camp de l´Arpa",62,2,1,950,"Piso","Sant Martí"
"9680","Sagrada Família",70,3,1,900,"Piso","Eixample"
"9681","Hostafrancs",55,2,1,800,"Piso","Sants-Montjuïc"
"9684","Camp d´en Grassot - Gràcia N.",150,4,2,1700,"Apartamento","Gràcia"
"9685","Poblenou",125,2,2,2500,"Dúplex","Sant Martí"
"9686","Fort Pienc",90,3,2,1150,"Piso","Eixample"
"9688","Sant Gervasi - Galvany",180,3,2,2200,"Piso","Sarrià-Sant Gervasi"
"9689","Sant Gervasi - Galvany",85,2,2,1300,"Piso","Sarrià-Sant Gervasi"
"9690","Baix Guinardó",114,4,2,1075,"Piso","Horta-Guinardó"
"9691","Tres Torres",80,2,2,1650,"Piso","Sarrià-Sant Gervasi"
"9692","Esquerra Baixa de l´Eixample",87,3,2,1100,"Piso","Eixample"
"9693","Sant Antoni",100,3,2,1300,"Piso","Eixample"
"9694","Poble Sec",100,4,2,1200,"Piso","Sants-Montjuïc"
"9695","Sarrià",52,3,1,900,"Piso","Sarrià-Sant Gervasi"
"9698","Pedralbes",196,5,3,4000,"Piso","Les Corts"
"9699","Raval",65,2,1,1000,"Piso","Ciutat Vella"
"9700","Sant Ramon - Maternitat",78,2,1,1100,"Planta","Les Corts"
"9701","Dreta de l´Eixample",115,2,2,1700,"Piso","Eixample"
"9702","Gòtic",100,2,2,1550,"Piso","Ciutat Vella"
"9705","Font de la Guatlla",60,3,1,1061,"Piso","Sants-Montjuïc"
"9706","La Sagrera",75,3,1,860,"Piso","Sant Andreu"
"9711","Raval",60,2,2,990,"Apartamento","Ciutat Vella"
"9713","Dreta de l´Eixample",250,4,3,8000,"Piso","Eixample"
"9714","Sant Andreu",71,3,1,850,"Piso","Sant Andreu"
"9716","Esquerra Alta de l´Eixample",45,2,1,1125,"Piso","Eixample"
"9718","Baix Guinardó",90,3,1,900,"Piso","Horta-Guinardó"
"9720","Poble Sec",72,2,1,899,"Piso","Sants-Montjuïc"
"9721","Dreta de l´Eixample",60,2,1,1300,"Piso","Eixample"
"9722","Gòtic",85,2,2,1200,"Estudio","Ciutat Vella"
"9723","Gòtic",70,2,1,950,"Piso","Ciutat Vella"
"9724","Gòtic",82,2,2,2279,"Piso","Ciutat Vella"
"9725","Gòtic",107,3,2,2957,"Piso","Ciutat Vella"
"9726","Esquerra Alta de l´Eixample",83,3,2,1300,"Piso","Eixample"
"9727","Badal",52,2,1,1200,"Piso","Sants-Montjuïc"
"9728","El Clot",43,2,1,812,"Piso","Sant Martí"
"9729","Vila de Gràcia",140,4,3,1490,"Piso","Gràcia"
"9730","Sant Antoni",80,3,1,1200,"Piso","Eixample"
"9731","Sarrià",45,2,1,950,"Piso","Sarrià-Sant Gervasi"
"9733","Dreta de l´Eixample",85,2,2,2000,"Apartamento","Eixample"
"9736","Esquerra Alta de l´Eixample",140,4,2,1300,"Piso","Eixample"
"9738","Vila de Gràcia",74,3,1,949,"Piso","Gràcia"
"9740","Sagrada Família",81,4,2,1100,"Piso","Eixample"
"9744","Dreta de l´Eixample",86,2,2,1350,"Ático","Eixample"
"9745","Guinardó",60,2,1,750,"Piso","Horta-Guinardó"
"9747","Esquerra Baixa de l´Eixample",89,3,1,1075,"Piso","Eixample"
"9748","Dreta de l´Eixample",76,2,1,1300,"Piso","Eixample"
"9749","Glòries El Parc",155,2,1,1300,"Piso","Sant Martí"
"9750","Font d´en Fargas",80,3,1,1100,"Piso","Horta-Guinardó"
"9751","Guinardó",60,2,1,750,"Piso","Horta-Guinardó"
"9752","Dreta de l´Eixample",76,2,1,1300,"Piso","Eixample"
"9753","Glòries El Parc",155,2,1,1300,"Piso","Sant Martí"
"9754","Esquerra Baixa de l´Eixample",89,3,1,1075,"Piso","Eixample"
"9756","Dreta de l´Eixample",86,2,2,1350,"Ático","Eixample"
"9757","Horta",61,3,1,785,"Piso","Horta-Guinardó"
"9758","Poblenou",75,2,1,1550,"Piso","Sant Martí"
"9759","Sant Antoni",125,4,2,1200,"Piso","Eixample"
"9760","Provençals del Poblenou",95,2,1,825,"Apartamento","Sant Martí"
"9761","Sarrià",100,4,2,1250,"Apartamento","Sarrià-Sant Gervasi"
"9762","Sant Gervasi - Bonanova",55,2,1,1031,"Piso","Sarrià-Sant Gervasi"
"9763","Font de la Guatlla",70,3,2,1000,"Piso","Sants-Montjuïc"
"9764","Sarrià",180,3,3,2400,"Ático","Sarrià-Sant Gervasi"
"9765","Raval",42,2,1,790,"Piso","Ciutat Vella"
"9767","Sant Antoni",62,2,1,914,"Piso","Eixample"
"9769","St. Pere - Sta. Caterina - El Born",90,3,2,1500,"Apartamento","Ciutat Vella"
"9770","St. Pere - Sta. Caterina - El Born",45,2,1,750,"Piso","Ciutat Vella"
"9771","Sagrada Família",84,3,1,1100,"Piso","Eixample"
"9773","Camp d´en Grassot - Gràcia N.",65,2,1,950,"Piso","Gràcia"
"9774","Besòs - Maresme",78,3,1,1150,"Piso","Sant Martí"
"9775","Diagonal Mar - La Mar Bella",69,2,1,924,"Dúplex","Sant Martí"
"9778","Sants",45,2,1,700,"Piso","Sants-Montjuïc"
"9779","Camp d´en Grassot - Gràcia N.",80,3,2,1250,"Piso","Gràcia"
"9780","Raval",80,2,1,1000,"Piso","Ciutat Vella"
"9781","Camp de l´Arpa",70,3,1,850,"Piso","Sant Martí"
"9784","Poble Sec",60,2,1,1050,"Piso","Sants-Montjuïc"
"9785","Les Corts",148,4,2,2300,"Piso","Les Corts"
"9786","Poblenou",49,2,1,1100,"Piso","Sant Martí"
"9787","Vallvidrera - Tibidabo - Les Planes",280,5,2,2500,"Casa","Sarrià-Sant Gervasi"
"9788","Navas",70,2,1,1000,"Apartamento","Sant Andreu"
"9789","Esquerra Baixa de l´Eixample",74,3,2,950,"Piso","Eixample"
"9790","Gòtic",70,2,1,830,"Piso","Ciutat Vella"
"9791","Sant Gervasi - Bonanova",157,5,2,1860,"Piso","Sarrià-Sant Gervasi"
"9792","Putget - Farró",70,2,1,1350,"Ático","Sarrià-Sant Gervasi"
"9793","Besòs - Maresme",92,3,1,1000,"Piso","Sant Martí"
"9794","Fort Pienc",54,3,1,856,"Piso","Eixample"
"9795","Dreta de l´Eixample",77,2,2,1375,"Piso","Eixample"
"9796","Dreta de l´Eixample",77,2,2,1375,"Piso","Eixample"
"9797","Fort Pienc",75,2,1,950,"Piso","Eixample"
"9799","Sagrada Família",80,3,1,950,"Piso","Eixample"
"9800","Gòtic",65,2,2,1200,"Piso","Ciutat Vella"
"9801","Vallcarca - Penitents",112,3,2,1400,"Piso","Gràcia"
"9802","Raval",110,2,1,975,"Piso","Ciutat Vella"
"9803","Gòtic",81,2,2,2257,"Piso","Ciutat Vella"
"9804","Esquerra Baixa de l´Eixample",71,2,2,1200,"Piso","Eixample"
"9806","Sants",90,3,2,1200,"Piso","Sants-Montjuïc"
"9807","La Salut",60,3,1,920,"Piso","Gràcia"
"9810","Camp d´en Grassot - Gràcia N.",140,4,2,1600,"Piso","Gràcia"
"9813","Esquerra Alta de l´Eixample",65,2,1,950,"Piso","Eixample"
"9814","Putget - Farró",75,4,2,1145,"Piso","Sarrià-Sant Gervasi"
"9815","Sant Antoni",83,2,1,1300,"Piso","Eixample"
"9816","St. Pere - Sta. Caterina - El Born",40,2,1,795,"Piso","Ciutat Vella"
"9817","El Coll",62,2,1,750,"Planta","Gràcia"
"9818","Tres Torres",170,4,3,2500,"Piso","Sarrià-Sant Gervasi"
"9819","Raval",120,2,1,1050,"Piso","Ciutat Vella"
"9820","Badal",97,3,2,940,"Apartamento","Sants-Montjuïc"
"9821","Raval",70,3,1,1050,"Piso","Ciutat Vella"
"9822","La Bordeta",100,3,1,975,"Piso","Sants-Montjuïc"
"9823","Raval",110,3,2,1600,"Piso","Ciutat Vella"
"9825","Dreta de l´Eixample",166,3,2,1500,"Piso","Eixample"
"9826","Putget - Farró",220,4,3,2600,"Casa","Sarrià-Sant Gervasi"
"9827","El Clot",86,4,2,1100,"Piso","Sant Martí"
"9828","Congrés - Indians",87,3,1,890,"Piso","Sant Andreu"
"9829","Poble Sec",53,3,1,780,"Piso","Sants-Montjuïc"
"9830","Putget - Farró",90,3,1,1000,"Piso","Sarrià-Sant Gervasi"
"9831","Sant Antoni",100,3,2,1300,"Piso","Eixample"
"9832","Dreta de l´Eixample",70,2,2,1950,"Piso","Eixample"
"9833","Tres Torres",52,2,1,984,"Piso","Sarrià-Sant Gervasi"
"9835","Sant Antoni",102,4,3,1750,"Piso","Eixample"
"9837","Carmel",150,2,2,1225,"Piso","Horta-Guinardó"
"9838","Sagrada Família",90,3,2,1300,"Piso","Eixample"
"9839","Sant Gervasi - Bonanova",100,3,2,1650,"Piso","Sarrià-Sant Gervasi"
"9841","Vilapicina - Torre Llobeta",55,3,1,800,"Piso","Nou Barris"
"9842","Pedralbes",132,3,2,2500,"Piso","Les Corts"
"9844","Sant Antoni",102,4,3,1750,"Piso","Eixample"
"9846","Dreta de l´Eixample",76,2,1,1300,"Piso","Eixample"
"9847","Esquerra Baixa de l´Eixample",80,2,2,1500,"Piso","Eixample"
"9849","Dreta de l´Eixample",80,3,1,1100,"Piso","Eixample"
"9851","Poblenou",65,3,1,1025,"Piso","Sant Martí"
"9852","Montbau",90,3,1,850,"Piso","Horta-Guinardó"
"9853","Glòries El Parc",74,3,1,1200,"Piso","Sant Martí"
"9854","Raval",60,2,1,750,"Dúplex","Ciutat Vella"
"9857","Sagrada Família",50,3,1,790,"Piso","Eixample"
"9858","Raval",40,2,1,680,"Piso","Ciutat Vella"
"9859","Dreta de l´Eixample",80,2,2,1200,"Piso","Eixample"
"9860","Sant Martí",150,3,2,950,"Piso","Sant Martí"
"9861","Les Corts",76,2,1,1300,"Piso","Les Corts"
"9864","Esquerra Baixa de l´Eixample",92,2,2,1350,"Piso","Eixample"
"9866","Poblenou",47,2,1,800,"Piso","Sant Martí"
"9867","Gòtic",50,2,1,990,"Piso","Ciutat Vella"
"9868","Sants",45,2,1,850,"Piso","Sants-Montjuïc"
"9870","Camp d´en Grassot - Gràcia N.",55,2,1,675,"Piso","Gràcia"
"9871","Badal",80,2,1,1000,"Piso","Sants-Montjuïc"
"9872","Esquerra Alta de l´Eixample",90,4,1,1200,"Piso","Eixample"
"9874","Congrés - Indians",61,3,1,850,"Piso","Sant Andreu"
"9875","Trinitat Nova",49,3,1,676,"Piso","Nou Barris"
"9876","Camp d´en Grassot - Gràcia N.",72,4,1,920,"Piso","Gràcia"
"9877","Gòtic",55,2,1,890,"Piso","Ciutat Vella"
"9879","St. Pere - Sta. Caterina - El Born",75,2,1,1080,"Piso","Ciutat Vella"
"9880","Tres Torres",55,2,1,980,"Piso","Sarrià-Sant Gervasi"
"9882","Raval",47,2,1,700,"Piso","Ciutat Vella"
"9884","Sant Ramon - Maternitat",55,2,1,1350,"Apartamento","Les Corts"
"9885","Sagrada Família",80,3,1,800,"Piso","Eixample"
"9886","Sant Gervasi - Bonanova",201,5,3,2400,"Piso","Sarrià-Sant Gervasi"
"9887","Sant Antoni",71,3,1,915,"Piso","Eixample"
"9888","Gòtic",143,4,2,1285,"Piso","Ciutat Vella"
"9889","Pedralbes",114,3,2,1850,"Piso","Les Corts"
"9890","Prosperitat",70,3,1,750,"Piso","Nou Barris"
"9891","Font de la Guatlla",54,2,1,792,"Apartamento","Sants-Montjuïc"
"9892","Les Corts",82,4,2,1220,"Apartamento","Les Corts"
"9893","Can Baró",57,2,1,820,"Piso","Horta-Guinardó"
"9894","Vallcarca - Penitents",90,4,2,1050,"Piso","Gràcia"
"9895","Sant Antoni",80,4,1,950,"Piso","Eixample"
"9896","Les Corts",96,3,1,1000,"Piso","Les Corts"
"9897","La Verneda - La Pau",55,2,1,950,"Piso","Sant Martí"
"9898","Poblenou",45,2,1,1100,"Piso","Sant Martí"
"9899","Sarrià",130,3,2,2000,"Piso","Sarrià-Sant Gervasi"
"9900","Sant Gervasi - Galvany",170,2,3,2500,"Piso","Sarrià-Sant Gervasi"
"9901","Sant Gervasi - Galvany",170,2,3,2500,"Piso","Sarrià-Sant Gervasi"
"9903","Esquerra Baixa de l´Eixample",78,2,1,1100,"Piso","Eixample"
"9904","Badal",55,2,1,1200,"Piso","Sants-Montjuïc"
"9905","Esquerra Baixa de l´Eixample",74,2,2,1000,"Apartamento","Eixample"
"9908","Sagrada Família",58,3,1,900,"Piso","Eixample"
"9909","Dreta de l´Eixample",75,2,2,1300,"Piso","Eixample"
"9911","Hostafrancs",71,4,1,931,"Piso","Sants-Montjuïc"
"9912","Putget - Farró",140,5,2,1800,"Piso","Sarrià-Sant Gervasi"
"9913","Camp de l´Arpa",110,3,2,1550,"Piso","Sant Martí"
"9914","Raval",49,2,1,950,"Apartamento","Ciutat Vella"
"9915","Turó de la Peira - Can Peguera",60,2,1,790,"Apartamento","Nou Barris"
"9916","Badal",50,2,1,1200,"Piso","Sants-Montjuïc"
"9917","Raval",49,2,1,950,"Apartamento","Ciutat Vella"
"9918","Turó de la Peira - Can Peguera",60,2,1,790,"Apartamento","Nou Barris"
"9919","Camp de l´Arpa",62,2,1,1000,"Piso","Sant Martí"
"9922","Dreta de l´Eixample",93,3,2,1900,"Piso","Eixample"
"9925","Sant Gervasi - Galvany",86,2,1,950,"Piso","Sarrià-Sant Gervasi"
"9928","Fort Pienc",60,3,1,1033,"Piso","Eixample"
"9929","Diagonal Mar - La Mar Bella",106,3,2,1340,"Piso","Sant Martí"
"9930","Gòtic",81,3,2,1200,"Piso","Ciutat Vella"
"9931","Diagonal Mar - La Mar Bella",106,3,2,1340,"Piso","Sant Martí"
"9933","Les Corts",90,3,2,1300,"Piso","Les Corts"
"9934","Sant Antoni",88,3,2,1150,"Apartamento","Eixample"
"9935","Esquerra Baixa de l´Eixample",65,3,1,1450,"Apartamento","Eixample"
"9936","Hostafrancs",68,3,1,900,"Piso","Sants-Montjuïc"
"9937","La Sagrera",75,3,1,950,"Piso","Sant Andreu"
"9939","Raval",72,2,2,3700,"Piso","Ciutat Vella"
"9940","Dreta de l´Eixample",72,2,2,1459,"Piso","Eixample"
"9941","Poblenou",65,3,1,895,"Piso","Sant Martí"
"9943","Vilapicina - Torre Llobeta",69,2,1,950,"Piso","Nou Barris"
"9945","Sant Gervasi - Galvany",110,4,1,1250,"Piso","Sarrià-Sant Gervasi"
"9946","Sant Gervasi - Galvany",110,4,1,1250,"Piso","Sarrià-Sant Gervasi"
"9947","Esquerra Baixa de l´Eixample",45,2,1,840,"Piso","Eixample"
"9948","Pedralbes",146,4,2,2150,"Piso","Les Corts"
"9949","Esquerra Alta de l´Eixample",85,2,2,1850,"Piso","Eixample"
"9950","Guinardó",53,2,1,700,"Piso","Horta-Guinardó"
"9951","St. Pere - Sta. Caterina - El Born",75,3,1,925,"Piso","Ciutat Vella"
"9952","Verdun",55,3,1,665,"Piso","Nou Barris"
"9953","Dreta de l´Eixample",60,2,1,1900,"Piso","Eixample"
"9954","Sant Antoni",100,4,2,1200,"Piso","Eixample"
"9956","Font de la Guatlla",90,3,1,1100,"Piso","Sants-Montjuïc"
"9957","Esquerra Alta de l´Eixample",140,4,2,1200,"Piso","Eixample"
"9958","Barceloneta",40,2,1,750,"Piso","Ciutat Vella"
"9960","Gòtic",75,3,2,1300,"Piso","Ciutat Vella"
"9963","Putget - Farró",100,3,2,2000,"Piso","Sarrià-Sant Gervasi"
"9964","Dreta de l´Eixample",70,2,1,1600,"Piso","Eixample"
"9965","Sants",50,2,1,650,"Piso","Sants-Montjuïc"
"9966","Raval",63,2,1,900,"Piso","Ciutat Vella"
"9967","Camp d´en Grassot - Gràcia N.",70,3,1,1050,"Piso","Gràcia"
"9968","Sants",100,3,2,1650,"Piso","Sants-Montjuïc"
"9970","Dreta de l´Eixample",120,4,1,2200,"Piso","Eixample"
"9974","Raval",60,3,1,800,"Piso","Ciutat Vella"
"9975","Poblenou",81,3,1,1150,"Piso","Sant Martí"
"9978","Raval",60,3,1,800,"Piso","Ciutat Vella"
"9979","Poblenou",81,3,1,1150,"Piso","Sant Martí"
"9980","Poble Sec",100,4,2,1090,"Piso","Sants-Montjuïc"
"9984","Sants",50,2,1,767,"Piso","Sants-Montjuïc"
"9985","Baix Guinardó",78,4,1,1027,"Piso","Horta-Guinardó"
"9986","Gòtic",90,2,2,1575,"Apartamento","Ciutat Vella"
"9987","Esquerra Alta de l´Eixample",132,3,3,2900,"Dúplex","Eixample"
"9990","Poble Sec",65,2,1,800,"Piso","Sants-Montjuïc"
"9992","Putget - Farró",140,3,2,2100,"Piso","Sarrià-Sant Gervasi"
"9993","Gòtic",90,2,2,1575,"Apartamento","Ciutat Vella"
"9994","Esquerra Alta de l´Eixample",132,3,3,2900,"Dúplex","Eixample"
"9995","Sant Gervasi - Bonanova",65,3,2,1150,"Piso","Sarrià-Sant Gervasi"
"9998","Raval",100,2,2,1700,"Piso","Ciutat Vella"
"9999","Poble Sec",55,2,1,795,"Piso","Sants-Montjuïc"
"10000","El Clot",77,4,2,1170,"Piso","Sant Martí"
"10001","Fort Pienc",70,2,1,1000,"Piso","Eixample"
"10002","Esquerra Baixa de l´Eixample",100,3,1,950,"Piso","Eixample"
"10003","Dreta de l´Eixample",95,3,2,1270,"Piso","Eixample"
"10004","Sagrada Família",50,2,2,1200,"Apartamento","Eixample"
"10006","Dreta de l´Eixample",69,2,1,1480,"Piso","Eixample"
"10007","Dreta de l´Eixample",69,2,1,1480,"Piso","Eixample"
"10008","Sant Ramon - Maternitat",44,2,1,875,"Piso","Les Corts"
"10009","Raval",105,3,1,1875,"Apartamento","Ciutat Vella"
"10013","Guinardó",64,2,1,750,"Ático","Horta-Guinardó"
"10014","Dreta de l´Eixample",75,2,2,1800,"Ático","Eixample"
